"termino_espanol","termino_ingles","emotion","valence","arousal","dominance","nivel_arousal"
"rechazo","rejection","fear","-0.84","0.408","-0.34","alto"
"rechazo","rejection","sadness","-0.84","0.408","-0.34","alto"
"rechoncho","plump","anticipation","-0.23","-0.04","-0.226","medio"
"recién llegado","newcomer","fear","0.244","-0.24","-0.208","medio"
"recién llegado","newcomer","surprise","0.244","-0.24","-0.208","medio"
"recipiente","recipient","anticipation","0.208","-0.352","0.358","bajo"
"reclinar","recline","trust","-0.08","-0.192","-0.164","medio"
"reclusión","seclusion","fear","-0.54","0.116","0.01","medio"
"reclutar","draft","anticipation","-0.124","-0.28","-0.298","medio"
"reclutas","recruits","trust","-0.208","0.306","0.186","medio"
"recombinación","recombination","anticipation","0.02","-0.016","0.204","medio"
"recomendable","commendable","joy","0.572","0.14","0.11","medio"
"recomendable","commendable","trust","0.572","0.14","0.11","medio"
"recomendar","recommend","trust","0.624","-0.122","0.344","medio"
"reconciliación","reconciliation","anticipation","0.792","0.14","0.208","medio"
"reconciliación","reconciliation","joy","0.792","0.14","0.208","medio"
"reconciliación","reconciliation","trust","0.792","0.14","0.208","medio"
"reconocible","recognizable","anticipation","0.25","-0.2","0.218","medio"
"reconsideración","reconsideration","trust","0.044","-0.082","0.222","medio"
"reconstrucción","reconstruction","anticipation","0.25","0.438","0.334","alto"
"reconstruir","reconstruct","anticipation","0.48","0.236","0.436","medio"
"recreación","recreation","anticipation","0.761","0.428","0.181","alto"
"recreación","recreation","joy","0.761","0.428","0.181","alto"
"recreativo","recreational","anticipation","0.792","0.372","-0.042","alto"
"recreativo","recreational","joy","0.792","0.372","-0.042","alto"
"recuperación de la inversión","payback","anger","-0.082","0","0.134","medio"
"recurrente","recurrent","anticipation","0.104","0","0.122","medio"
"recurso","remedy","anticipation","0.25","-0.434","-0.018","bajo"
"recurso","remedy","joy","0.25","-0.434","-0.018","bajo"
"recurso","remedy","trust","0.25","-0.434","-0.018","bajo"
"recursos","resources","joy","0.208","-0.304","0.254","medio"
"recursos","resources","trust","0.208","-0.304","0.254","medio"
"Redada","raid","anger","-0.3","0.452","0.12","alto"
"Redada","raid","fear","-0.3","0.452","0.12","alto"
"Redada","raid","surprise","-0.3","0.452","0.12","alto"
"reducción","retrenchment","fear","-0.54","0.3","-0.232","medio"
"reembolso","reimbursement","trust","0.306","0.22","0.134","medio"
"reflejo","reflex","surprise","0.166","-0.08","0.076","medio"
"reflexivo","thoughtful","trust","0.334","-0.42","0.054","bajo"
"reflujo","reflux","disgust","-0.438","0.118","-0.306","medio"
"reforzamiento","reinforcement","trust","0.458","0.404","0.804","alto"
"refuerzos","reinforcements","trust","0.292","0.438","0.75","alto"
"refugiado","refugee","sadness","-0.242","0.214","-0.346","medio"
"refugio","haven","trust","0.368","-0.47","0.094","bajo"
"refugio","shelter","trust","0.408","-0.542","0.138","bajo"
"refutación","refutation","fear","-0.376","0.452","0.132","alto"
"regalo","gift","anticipation","0.76","0.078","-0.034","medio"
"regalo","gift","joy","0.76","0.078","-0.034","medio"
"regalo","gift","surprise","0.76","0.078","-0.034","medio"
"regañar","scold","anger","-0.612","0.51","0.252","alto"
"regañar","scold","disgust","-0.612","0.51","0.252","alto"
"regañar","scold","fear","-0.612","0.51","0.252","alto"
"regañar","scold","sadness","-0.612","0.51","0.252","alto"
"regaño","scolding","anger","-0.858","0.666","-0.166","alto"
"regata","regatta","anticipation","0.48","-0.058","-0.13","medio"
"regente","regent","trust","0.36","0.058","0.35","medio"
"regimiento","regiment","fear","-0.062","0.444","0.51","alto"
"regir","govern","trust","0.146","0.404","0.98","alto"
"registro","registry","trust","0.146","-0.36","0.166","bajo"
"regla","rule","fear","0.134","-0.146","0.186","medio"
"regla","rule","trust","0.134","-0.146","0.186","medio"
"regocijo","exhilaration","joy","0.792","0.736","0.566","alto"
"regocijo","exhilaration","surprise","0.792","0.736","0.566","alto"
"regulador","regulatory","fear","0.062","-0.104","0.056","medio"
"regularidad","regularity","anticipation","0.326","-0.326","0.17","medio"
"regularidad","regularity","trust","0.326","-0.326","0.17","medio"
"regurgitación","regurgitation","disgust","-0.68","0.294","-0.37","medio"
"rehabilitación","rehabilitation","anticipation","-0.188","0.056","0.212","medio"
"rehén","hostage","anger","-0.674","0.846","-0.35","alto"
"rehén","hostage","fear","-0.674","0.846","-0.35","alto"
"rehuir","shun","anger","-0.164","0.208","-0.222","medio"
"rehuir","shun","disgust","-0.164","0.208","-0.222","medio"
"rehuir","shun","sadness","-0.164","0.208","-0.222","medio"
"reincidencia","recidivism","anger","-0.51","0.04","0.116","medio"
"reincidencia","recidivism","disgust","-0.51","0.04","0.116","medio"
"reincidencia","recidivism","sadness","-0.51","0.04","0.116","medio"
"reír","laughing","joy","0.812","0.192","0.068","medio"
"rejilla","grating","anger","0.024","-0.326","-0.436","medio"
"rejilla","grating","disgust","0.024","-0.326","-0.436","medio"
"relacionado","related","trust","0.354","-0.27","0.038","medio"
"relámpago","lightning","anger","-0.142","0.366","0.19","alto"
"relámpago","lightning","fear","-0.142","0.366","0.19","alto"
"relámpago","lightning","surprise","-0.142","0.366","0.19","alto"
"religión","religion","trust","0.292","-0.36","0.51","bajo"
"reliquias","relics","sadness","0.438","0.16","0.158","medio"
"reloj","watch","anticipation","0.062","-0.308","-0.154","medio"
"reloj","clock","anticipation","0.354","-0.654","-0.186","bajo"
"reloj","watch","fear","0.062","-0.308","-0.154","medio"
"reloj de sol","sundial","anticipation","0.286","-0.55","-0.188","bajo"
"reloj de sol","sundial","trust","0.286","-0.55","-0.188","bajo"
"remanso","backwater","sadness","-0.376","-0.18","-0.678","medio"
"remordimiento","remorse","sadness","-0.794","0.346","-0.246","alto"
"renacimiento","revival","anticipation","0.646","0.328","0.194","medio"
"renacimiento","revival","joy","0.646","0.328","0.194","medio"
"renacimiento","revival","trust","0.646","0.328","0.194","medio"
"Rendición","surrender","fear","-0.77","-0.208","-0.628","medio"
"Rendición","surrender","sadness","-0.77","-0.208","-0.628","medio"
"rendirse","surrendering","sadness","-0.604","-0.178","-0.742","medio"
"renegado","renegade","anger","-0.72","0.28","0.018","medio"
"renovación","renovation","anticipation","0.632","0.18","0.558","medio"
"renovación","renovation","joy","0.632","0.18","0.558","medio"
"renovar","renovate","anticipation","0.756","0.098","0.51","medio"
"renuncia","renounce","anger","-0.688","-0.02","0.104","medio"
"renunciar","resign","anger","-0.5","0.086","-0.454","medio"
"renunciar","resign","disgust","-0.5","0.086","-0.454","medio"
"renunciar","resign","fear","-0.5","0.086","-0.454","medio"
"renunciar","resigned","sadness","-0.52","-0.66","-0.464","bajo"
"renunciar","resign","sadness","-0.5","0.086","-0.454","medio"
"reparación","reparation","trust","0.062","0.23","0.464","medio"
"repelente","repellent","anger","-0.428","0","-0.018","medio"
"repelente","repellent","disgust","-0.428","0","-0.018","medio"
"repelente","repellant","disgust","-0.416","0.24","-0.148","medio"
"repelente","repellant","fear","-0.416","0.24","-0.148","medio"
"repelente","repellent","fear","-0.428","0","-0.018","medio"
"repeliendo","repelling","disgust","-0.632","0.266","-0.142","medio"
"repentino","sudden","surprise","-0.102","0.32","-0.13","medio"
"repleto","teeming","disgust","0.164","0.1","0.454","medio"
"reportero","reporter","trust","0.062","0.1","0.208","medio"
"represalia","reprisal","anger","-0.75","0.576","0.09","alto"
"represalia","reprisal","fear","-0.75","0.576","0.09","alto"
"represalia","reprisal","sadness","-0.75","0.576","0.09","alto"
"represalias","retaliation","anger","-0.688","0.624","-0.018","alto"
"represalias","retaliation","fear","-0.688","0.624","-0.018","alto"
"representando","representing","anticipation","0.592","-0.072","0.666","medio"
"represión","repression","fear","-0.572","0.528","-0.038","alto"
"reprimenda","reprimand","anger","-0.694","0.056","-0.07","medio"
"reprimir","suppress","anger","-0.438","0.118","0.018","medio"
"reprimir","suppress","fear","-0.438","0.118","0.018","medio"
"reprimir","repress","sadness","-0.584","0.224","0.072","medio"
"reprimir","suppress","sadness","-0.438","0.118","0.018","medio"
"reproche","reproach","anger","-0.52","0.51","-0.232","alto"
"reproche","reproach","disgust","-0.52","0.51","-0.232","alto"
"reproche","reproach","sadness","-0.52","0.51","-0.232","alto"
"reproductivo","reproductive","joy","0.54","0.208","0.712","medio"
"repudio","repudiation","anger","-0.666","0.372","-0.452","alto"
"repudio","repudiation","disgust","-0.666","0.372","-0.452","alto"
"repugnancia","revulsion","anger","-0.792","0.53","-0.314","alto"
"repugnancia","revulsion","disgust","-0.792","0.53","-0.314","alto"
"repugnancia","revulsion","fear","-0.792","0.53","-0.314","alto"
"repugnante","revolting","anger","-0.796","0.38","-0.4","alto"
"repugnante","loathsome","anger","-0.76","0.388","-0.314","alto"
"repugnante","loathsome","disgust","-0.76","0.388","-0.314","alto"
"repugnante","revolting","disgust","-0.796","0.38","-0.4","alto"
"repugnante","revolting","fear","-0.796","0.38","-0.4","alto"
"repulsión","repulsion","disgust","-0.506","0.346","-0.294","alto"
"repulsión","repulsion","fear","-0.506","0.346","-0.294","alto"
"réquiem","requiem","sadness","-0.05","-0.236","-0.148","medio"
"requisito previo","prerequisite","anticipation","-0.104","-0.152","-0.036","medio"
"rescate","ransom","anger","0.164","0.6","0.13","alto"
"rescate","rescue","anticipation","0.612","0.616","0.7","alto"
"rescate","ransom","fear","0.164","0.6","0.13","alto"
"rescate","rescue","joy","0.612","0.616","0.7","alto"
"rescate","rescue","surprise","0.612","0.616","0.7","alto"
"rescate","rescue","trust","0.612","0.616","0.7","alto"
"resección","resection","fear","-0.25","-0.036","0","medio"
"resentido","resentful","anger","-0.76","0.216","-0.352","medio"
"resentimiento","grudge","anger","-0.77","0.294","-0.172","medio"
"resentimiento","resentment","anger","-0.674","0.49","0.056","alto"
"resentimiento","resentment","disgust","-0.674","0.49","0.056","alto"
"resentimiento","resentment","sadness","-0.674","0.49","0.056","alto"
"resentirse de","resent","anger","-0.793","0.106","-0.674","medio"
"resignación","resignation","sadness","-0.71","-0.216","-0.38","medio"
"resignación","resignation","surprise","-0.71","-0.216","-0.38","medio"
"resistencia","resistance","anger","-0.146","0.388","0.592","alto"
"resistente","resistant","fear","0.184","0.17","0.63","medio"
"resistente","hardy","joy","0.142","0.138","0.552","medio"
"resistente","hardy","trust","0.142","0.138","0.552","medio"
"resistiendo","resisting","anger","-0.184","0.552","0.578","alto"
"resistiendo","resisting","fear","-0.184","0.552","0.578","alto"
"resistiendo","resisting","sadness","-0.184","0.552","0.578","alto"
"resistir a","withstand","anticipation","-0.26","0.096","0.142","medio"
"resistir a","withstand","fear","-0.26","0.096","0.142","medio"
"respetable","respectable","trust","0.7","-0.3","0.778","medio"
"respeto","respect","anticipation","0.927","-0.49","0.592","bajo"
"respeto","respect","joy","0.927","-0.49","0.592","bajo"
"respeto","respect","trust","0.927","-0.49","0.592","bajo"
"respetuoso","respectful","trust","0.902","-0.228","0.628","medio"
"respiradero","vent","anger","-0.042","0.038","0.058","medio"
"respiro","respite","joy","0.2","-0.254","-0.16","medio"
"respiro","respite","trust","0.2","-0.254","-0.16","medio"
"resplandeciente","resplendent","joy","0.905","0.346","0.568","alto"
"resplandor","blaze","anger","0.396","-0.066","0.316","medio"
"resplandor","radiance","anticipation","0.592","0.25","0.438","medio"
"resplandor","glow","anticipation","0.836","0","0.49","medio"
"resplandor","glow","joy","0.836","0","0.49","medio"
"resplandor","radiance","joy","0.592","0.25","0.438","medio"
"resplandor","radiance","trust","0.592","0.25","0.438","medio"
"resplandor","glow","trust","0.836","0","0.49","medio"
"responsabilidad","accountability","trust","0.51","0.074","0.666","medio"
"responsable","responsible","trust","0.674","0.054","0.666","medio"
"responsable","answerable","trust","0.416","-0.038","0.5","medio"
"responsable","accountable","trust","0.418","-0.436","0.554","bajo"
"restaurativo","restorative","anticipation","0.266","0.02","0.406","medio"
"restaurativo","restorative","joy","0.266","0.02","0.406","medio"
"restaurativo","restorative","trust","0.266","0.02","0.406","medio"
"restitución","restitution","anger","0.166","0.084","0.286","medio"
"restos","remains","disgust","0.22","-0.52","0.13","bajo"
"restos","remains","fear","0.22","-0.52","0.13","bajo"
"restos","remains","trust","0.22","-0.52","0.13","bajo"
"restricción","restriction","anger","-0.74","0.18","0.138","medio"
"restricción","constraint","anger","-0.354","0.1","-0.038","medio"
"restricción","restriction","fear","-0.74","0.18","0.138","medio"
"restricción","constraint","fear","-0.354","0.1","-0.038","medio"
"restricción","constraint","sadness","-0.354","0.1","-0.038","medio"
"restricción","restriction","sadness","-0.74","0.18","0.138","medio"
"restringir","restrict","sadness","-0.77","0.078","0.154","medio"
"resultado","result","anticipation","0.624","-0.02","0.304","medio"
"resultante","resultant","anticipation","0.34","-0.118","0.274","medio"
"retardar","retard","disgust","-0.612","-0.306","-0.556","medio"
"retardar","retard","fear","-0.612","-0.306","-0.556","medio"
"retardar","retard","sadness","-0.612","-0.306","-0.556","medio"
"retener","retain","trust","-0.266","-0.098","0.26","medio"
"reticente","reticent","fear","-0.208","0.038","0","medio"
"retirar","remove","anger","-0.416","0.078","-0.056","medio"
"retirar","remove","fear","-0.416","0.078","-0.056","medio"
"retirar","withdraw","sadness","-0.48","-0.15","-0.328","medio"
"retirar","remove","sadness","-0.416","0.078","-0.056","medio"
"retorcerse","squirm","disgust","-0.53","0.648","-0.254","alto"
"retozar","romp","joy","0.22","0.28","-0.166","medio"
"retozón","frisky","anticipation","0.4","0.264","0.05","medio"
"retozón","frisky","joy","0.4","0.264","0.05","medio"
"retozón","frisky","surprise","0.4","0.264","0.05","medio"
"retraer","retract","anger","-0.368","-0.114","-0.284","medio"
"retrasar","setback","sadness","-0.604","-0.098","-0.5","medio"
"retroceder","flinch","anticipation","-0.3","0.608","0.11","alto"
"retroceder","flinch","disgust","-0.3","0.608","0.11","alto"
"retroceder","flinch","fear","-0.3","0.608","0.11","alto"
"retroceder","flinch","sadness","-0.3","0.608","0.11","alto"
"retroceder","flinch","surprise","-0.3","0.608","0.11","alto"
"reumatismo","rheumatism","anger","-0.562","-0.056","-0.164","medio"
"reumatismo","rheumatism","fear","-0.562","-0.056","-0.164","medio"
"reumatismo","rheumatism","sadness","-0.562","-0.056","-0.164","medio"
"reunión","reunion","anticipation","0.674","0","0.344","medio"
"reunión","reunion","trust","0.674","0","0.344","medio"
"revelación","spoiler","sadness","-0.306","0.054","-0.24","medio"
"revelado","disclosed","trust","-0.458","0.15","0.092","medio"
"reverencia","reverence","joy","0.286","-0.306","0.032","medio"
"reverencia","reverence","trust","0.286","-0.306","0.032","medio"
"reverenciar","revere","anticipation","0.5","0.124","0.216","medio"
"reverenciar","revere","joy","0.5","0.124","0.216","medio"
